year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1999,2,5,3,1,3259,3497,0,True,False,True,True,21286,Miller Parkway,,Hallfort,10327,444154
1998,1,4,2,0,1618,1683,0,True,False,True,True,827,Howard Lake,,Hallfort,10327,341457
1999,1,3,2,0,1417,1441,0,True,False,True,True,829,Howard Lake,,Hallfort,10327,328860
1998,2,4,3,0,1812,1853,0,True,False,True,True,3586,Howard Lake,,Hallfort,10327,308699
1997,1,3,2,0,1180,1268,0,False,True,True,True,948,Daniel Mountains,,Hallfort,11982,314998
1990,2,3,2,1,1241,1246,0,True,False,True,True,99100,Steven Hollow,,North Erinville,11510,346496
1999,1,5,4,0,3590,3605,0,True,True,True,True,39844,Perry Dale,,North Erinville,11510,548097
2003,2,4,3,0,2260,2459,0,True,False,True,True,635,Cooper Square,,Hallfort,11982,384302
2003,2,4,2,1,2566,2784,0,True,False,True,True,2914,Cooper Square,,Hallfort,11982,365396
1999,2,3,2,0,1383,1451,0,True,False,True,True,925,Michael Port,,Hallfort,11982,296101
1989,2,5,2,1,2581,2657,0,True,False,True,True,263,Tiffany Knolls,,Hallfort,10327,395180.36
2003,1,3,2,0,1929,1922,0,True,False,True,True,390,Mullins Brooks,,Hallfort,10327,360991
2000,2,5,2,1,3237,3276,0,True,True,True,True,2982,Stephen Isle,,North Erinville,11510,535502
1999,2,5,2,1,2742,2753,0,True,False,True,True,8461,Rios Via,,North Erinville,11510,396904
1999,2,4,2,1,2569,2607,0,True,False,True,True,768,Rios Via,,North Erinville,11510,447298
2002,1,5,4,0,3592,3610,0,True,True,True,True,21230,Mary Rest,,North Erinville,11510,548104
2003,2,4,2,1,2998,2997,0,True,False,True,True,61008,Mcguire Gateway,,North Erinville,11510,457384
2002,2,4,2,1,2575,2567,0,True,False,True,True,9445,Ashley Points,,North Erinville,11510,456118
2000,2,4,3,0,3011,3062,0,True,True,True,True,17067,Kelly Cape,,North Erinville,10537,588417
2003,2,6,2,1,2643,2688,0,False,False,True,True,4424,Amanda Station,,Hallfort,10327,422096
2002,2,4,2,1,2322,2448,0,True,False,True,True,7977,Mullins Brooks,,Hallfort,10327,389338
1984,1,3,2,0,1396,1410,0,True,False,True,True,897,Susan Courts,,Port Andrealand,11295,355320
2002,2,4,2,1,3469,3468,0,False,False,True,True,2543,Erika Drives,,North Erinville,11510,510303
2003,2,4,2,1,3669,3676,0,False,True,True,True,985,Erika Drives,,North Erinville,11510,529199
2003,2,5,3,0,3042,3402,0,True,False,True,True,55374,Williams Union,,North Erinville,10537,525417
2002,2,4,3,0,3249,3307,0,True,False,True,True,46993,Martinez Route,,North Erinville,10537,565744
2002,2,4,3,0,2958,3088,0,False,True,True,True,887,Michael Via,,North Erinville,10537,522898
2003,2,3,2,1,3069,3059,0,True,True,True,True,37836,Allen Parkways,,North Erinville,10537,623700
2002,2,3,2,1,2788,2779,0,True,True,True,True,3958,Michael Via,,North Erinville,10537,561960
2000,1,5,2,1,2766,2764,0,False,True,True,True,158,Joseph Well,,North Erinville,10537,735212
2002,2,5,4,0,3848,3850,0,True,True,True,True,407,Nicole Junctions,,North Erinville,10537,686698
1998,2,4,2,1,2660,2785,0,True,True,True,True,70748,West Lock,,North Erinville,10537,510298
1996,2,5,4,0,3013,3265,0,True,True,True,True,3579,Tracey Turnpike,,North Erinville,10537,573300
1988,2,4,2,1,2893,2934,0,True,True,True,True,5492,Nguyen Mill,,North Erinville,10537,541803
1988,2,4,2,1,2899,2937,0,True,False,True,True,37584,Mcdonald Highway,,North Erinville,10537,478802
1991,2,4,2,1,2330,2330,0,True,False,True,True,37097,Mullen Cove,,North Erinville,10537,427140
1989,2,4,2,1,2445,2564,0,True,False,True,True,372,Wood Glen,,North Erinville,10537,425879
1971,1,2,1,0,546,898,0,False,False,False,False,256,Carlson Lock,,North Erinville,10537,214197
1902,1,3,0,1,917,1125,0,False,False,False,False,751,Adams Stream,,North Erinville,10537,173879
2005,2,5,2,1,3301,3300,0,False,False,True,True,38401,Price Spring,,North Erinville,10537,585901
2005,2,4,2,1,3232,3349,0,True,False,True,True,371,David Rest,,North Erinville,10537,558179
2004,2,4,2,1,3231,3338,0,True,False,True,True,776,Kaylee Creek,,North Erinville,10537,516600
2002,2,6,3,1,3868,3888,0,True,True,True,True,74608,Hernandez Islands,,North Erinville,10537,863098
2000,2,5,2,1,3651,3677,0,True,True,True,True,2238,Hernandez Islands,,North Erinville,10537,771747
2001,2,3,2,1,1870,1987,0,False,False,True,True,8151,Lee Knolls,,North Erinville,10537,424618
2002,2,4,2,1,2966,3099,0,True,False,True,True,86875,Williams Keys,,North Erinville,10537,524159
2001,2,4,2,1,2989,3115,0,True,False,True,True,24347,Suarez Station,,North Erinville,10537,466204
2002,2,4,2,1,2971,3066,0,True,True,True,True,22637,Lopez Stream,,North Erinville,10537,529197
2001,2,4,2,1,2642,2936,0,True,True,True,True,4293,Jones Crescent,,North Erinville,10537,583379
1999,2,4,2,1,3438,3637,0,True,True,True,True,44502,Bryce Estates,,North Erinville,10537,604804
2000,2,4,3,0,2381,2503,0,True,False,True,True,8837,Jonathan Stravenue,,North Erinville,10537,400680
2000,2,4,3,0,2383,2510,0,True,False,True,True,8837,Jonathan Stravenue,,North Erinville,10537,491400
1999,2,3,2,1,2389,2502,0,True,True,True,True,841,Jonathan Stravenue,,North Erinville,10537,477541
2003,1,4,3,1,3347,3911,0,True,False,True,True,7006,Jones Plain,,North Erinville,10537,1190697
1995,2,4,3,0,2541,2709,0,True,False,True,True,7165,Kim Prairie,,North Erinville,10537,512822
1995,1,4,2,1,2412,2453,0,True,False,True,True,476,Kim Prairie,,North Erinville,10537,642601
1996,1,3,2,0,2091,2119,0,True,False,True,True,41703,Arias Street,,North Erinville,10537,638816
1994,2,4,3,0,3005,3044,0,True,True,True,True,32,Miles Villages,,North Erinville,10537,570783
1989,2,4,2,1,2224,2368,0,True,False,True,True,3358,Angela Square,,North Erinville,10537,464939
1989,2,4,2,1,2213,2363,0,True,False,True,True,883,Julia Lodge,,North Erinville,10537,439741
1987,2,2,2,0,1550,1660,0,True,False,True,True,223,Julia Lodge,,North Erinville,10537,377999
1988,2,3,2,1,1854,2038,0,True,False,True,True,4099,Julia Lodge,,North Erinville,10537,414539
1993,1,3,3,0,3054,3346,0,True,False,True,True,17764,Michael Pass,,North Erinville,10537,642598
1988,1,3,2,0,1688,1832,0,True,False,True,True,39949,Angela Square,,North Erinville,10537,381778
1988,1,3,2,1,2695,3195,0,True,True,True,True,57428,Nicholas Parkway,,North Erinville,10537,648904
1993,1,3,3,0,1835,1845,0,True,False,True,True,1785,Joshua Hills,,North Erinville,10537,415797
1992,2,3,2,1,2144,2147,0,True,False,True,True,336,Ivan Trail,,North Erinville,10537,359096
1993,1,3,5,0,4747,5278,0,True,True,True,True,6943,Pace Stravenue,,North Erinville,10537,1259999
1988,1,3,3,0,2405,2421,0,True,False,True,True,21,Carol Court,,North Erinville,10537,628737
1984,2,2,2,1,1842,1882,0,True,False,True,True,38406,Mullins Ports,,North Erinville,10537,333273
2006,2,3,2,1,1482,1572,0,True,False,True,True,661,Clinton Harbors,,North Erinville,11510,338942
2004,2,3,2,1,1800,1895,0,True,False,True,True,570,Delgado Streets,,North Erinville,11510,341464
2004,2,3,2,1,1638,1763,0,True,False,True,True,52,Delgado Streets,,North Erinville,11510,342719
2005,2,3,2,1,1798,1867,0,True,False,True,True,28868,Rich Glens,,North Erinville,11510,325076
2006,2,5,4,0,4009,4132,0,True,True,True,True,8716,Dustin Pike,,North Erinville,11510,541800
2005,2,6,4,0,3929,4114,0,True,False,True,True,293,Wise Burgs,,North Erinville,11510,515339
2004,2,5,3,1,3794,3957,0,True,False,True,True,80601,Wise Burgs,,North Erinville,11510,447296
2005,2,5,3,1,3795,3955,0,True,False,True,True,13299,Singh Ways,,North Erinville,11510,529204
2006,2,4,2,1,2517,2634,0,True,False,True,True,7770,Frank Village,,North Erinville,11510,434701
2006,2,4,2,1,2248,2252,0,True,False,True,True,4735,Kelly Drives,,North Erinville,11510,434697
2004,2,4,3,0,2637,2637,0,True,True,True,True,88274,Christopher Harbor,,North Erinville,11510,476281
2002,2,3,2,1,2612,2656,0,False,False,True,True,7041,Jennifer Crossing,,North Erinville,11510,453598
2003,2,5,2,1,2616,2632,0,True,False,True,True,3065,Davis Streets,,North Erinville,11510,472499
2002,2,5,2,1,2616,2625,0,True,False,True,True,5235,Smith Crossroad,,North Erinville,11510,466199
2004,2,4,2,1,2464,2497,0,True,True,True,True,55609,Smith Crossroad,,North Erinville,11510,473760
2003,2,5,2,1,2993,3044,0,True,True,True,True,724,Brianna Plains,,North Erinville,11510,497703
2003,2,5,3,1,3662,3809,0,False,False,True,True,3566,Mcdonald Lodge,,North Erinville,10537,617404
2004,2,5,3,0,2646,2675,0,True,False,True,True,426,Lynch Summit,,North Erinville,11510,472496
2003,1,4,2,0,2428,2563,0,True,False,True,True,622,Diane Spur,,North Erinville,10537,497699
2005,2,4,3,0,3184,3287,0,True,False,True,True,7284,David Courts,,North Erinville,10537,554399
2005,2,3,2,1,2619,2817,0,True,False,True,True,2562,Cowan Shoal,,North Erinville,10537,496443
2004,2,4,2,1,3232,3236,0,True,False,True,True,131,Shannon Manors,,North Erinville,10537,485099
2003,2,3,4,0,2726,3079,0,False,True,True,True,417,Marc Spurs,,North Erinville,10537,535504
1999,2,4,2,1,2956,3034,0,True,True,True,True,26,Morgan Plains,,Coletown,11631,667798
2005,2,5,4,1,3672,3794,0,True,True,True,True,40801,Mary Landing,,Hallfort,11982,463680
2006,2,5,4,0,2817,2875,0,True,False,True,True,26687,Gilbert Valley,,Hallfort,11982,395642
2005,2,2,3,0,1593,1616,0,False,False,True,True,17527,Camacho Brook,2783,Hallfort,10327,188996
2006,2,3,4,0,2819,2880,0,True,False,True,True,81532,Tonya Viaduct,,Hallfort,11982,372958
2008,2,2,3,0,1597,1620,0,False,False,True,True,59919,Brianna Curve,721,Hallfort,10327,195297
2007,2,2,2,1,1439,1468,0,False,False,True,True,4838,Brianna Curve,1723,Hallfort,10327,180181
2007,2,2,2,1,1441,1465,0,False,False,True,True,47808,Brianna Curve,638,Hallfort,10327,188996
1986,2,4,2,1,1637,2046,0,True,False,True,True,193,Bryant Lakes,,Hallfort,10907,285389
1953,1,3,2,1,2015,2159,0,True,True,False,False,542,Schultz Radial,,Lake Jack,10825,1058398
2003,1,4,3,0,2361,2452,0,True,False,True,True,39106,Lee Manors,,Hallfort,11982,414536
1978,1,2,2,0,1339,1346,560,False,False,True,True,87,Fleming Dam,,West Gerald,10712,31503
1970,1,2,2,0,394,683,0,False,False,True,True,513,Fleming Dam,,West Gerald,10712,56696
2002,1,3,2,0,1382,1380,0,False,False,True,True,947,Fleming Dam,,West Gerald,10712,182698
1977,1,3,1,1,1672,1701,0,True,False,True,True,180,Shawn Port,,Hallfort,11982,207896
1976,1,3,1,1,1671,1700,0,True,False,True,True,180,Shawn Port,,Hallfort,11982,427768
2005,2,4,2,1,3022,3089,0,True,False,True,True,497,Moore Fort,,Hallfort,11982,270900
2005,2,4,2,1,3028,3078,0,True,False,True,True,909,Moore Fort,,Hallfort,11982,409504
2005,2,3,2,1,2799,2817,0,True,False,True,True,1349,Hall Parkways,,Hallfort,11982,384301
2014,2,4,2,1,4158,4294,0,False,False,True,True,86601,Roberts Shoal,,Hallfort,11982,541169
1988,2,4,2,1,2060,2101,0,True,False,True,True,360,Ford Trail,,Hallfort,11982,340200
1988,1,3,2,0,1574,1603,0,True,True,True,True,704,Tony Isle,,Hallfort,11982,346499
2015,2,4,3,1,3128,3164,0,False,False,True,True,89004,Giles Greens,,Hallfort,11982,418321
2014,2,4,3,0,2423,2545,0,False,False,True,True,81868,Giles Greens,,Hallfort,11982,372959
2006,2,4,2,1,3306,3525,0,True,False,True,True,178,Giles Greens,,Hallfort,11982,442259
1989,1,4,2,0,1764,1757,0,True,False,True,True,1754,Mario Divide,,Hallfort,11982,251996
1986,1,3,2,0,1321,1411,0,True,False,True,True,5930,Collins Lock,,Hallfort,11982,304288
2004,2,4,3,1,3287,3333,0,True,False,True,True,4659,Avila Meadow,,Hallfort,11982,439744
2005,1,4,3,0,2665,2747,0,True,False,True,True,3306,William Haven,,Hallfort,11982,352796
1988,2,3,2,1,1276,1282,0,False,False,True,True,7263,Jeffrey Via,,Port Andrealand,11295,371704
2006,2,4,2,1,3020,3538,0,True,False,True,True,4828,Lee Park,,West Gerald,10712,302397
2008,2,4,3,1,2502,2600,0,True,False,True,True,4852,Lee Park,,West Gerald,10712,308069
1963,1,3,1,0,955,978,0,False,False,False,False,186,Christopher Ridge,,West Gerald,10712,47254
1963,1,3,1,0,959,1179,0,False,False,False,False,335,Christopher Ridge,,West Gerald,10712,62999
1955,1,3,1,1,1740,1820,0,False,False,True,True,4888,Bob Fort,,West Gerald,10712,113396
1968,1,3,1,1,1368,1394,419,False,False,True,True,335,Bob Fort,,West Gerald,10712,151203
1931,1,3,1,0,1180,1171,0,False,False,True,True,44931,Solis Cape,,West Gerald,10712,75599
1967,1,2,1,0,711,715,0,False,False,True,True,44931,Solis Cape,,West Gerald,10712,75604
1944,1,2,1,0,900,936,328,False,False,False,False,16393,Evans Forge,,West Gerald,10712,100804
2002,1,3,2,0,1832,1847,0,True,False,True,True,26446,Fuller Light,,West Gerald,10712,231844
1954,1,3,1,1,1582,2024,0,False,False,True,True,28639,Sanders Inlet,,West Gerald,10712,124740
1995,1,3,2,0,1331,1635,0,False,False,True,True,2394,Curtis Manor,,West Gerald,10712,178924
1992,2,4,2,1,1916,2343,0,False,False,True,True,7357,Smith Freeway,,West Gerald,10712,207900
1991,1,4,2,0,1965,2393,0,False,False,True,True,4251,Savannah Glen,,West Gerald,10712,214198
1962,1,3,1,1,1685,1685,0,True,False,True,True,26132,Reynolds Viaduct,,West Gerald,10712,206014
1986,1,1,1,0,605,606,0,False,False,True,True,5683,Jimenez Spur,1523,Chadstad,11081,143014
2002,1,2,2,0,1362,1561,0,False,False,True,True,6710,David Cliff,,West Gerald,10712,178916
1999,1,2,2,0,1036,1091,0,False,False,True,True,682,Jessica Mountains,,West Gerald,10712,176400
1968,1,2,0,1,522,523,0,False,False,True,False,29456,Tammy Spurs,,West Gerald,10712,12600
1971,1,2,1,0,682,675,482,False,False,True,False,9782,Sarah Burg,,West Gerald,10712,14492
1969,1,2,1,1,1148,1139,0,False,False,True,True,3492,Johnson Rapids,,Julieberg,11395,78124
2014,1,4,2,0,1318,1433,0,False,False,True,True,7932,Jamie Underpass,,Jenniferberg,11989,180176
2008,2,4,2,1,2075,2190,0,False,False,True,True,495,William Grove,,Jenniferberg,11989,270898
1992,1,2,2,0,1045,1568,0,True,False,True,True,1756,Sara Plains,,Jenniferberg,11989,199078
1981,1,3,2,0,1535,1541,0,False,False,True,True,750,Alexis Fork,,Jenniferberg,11989,100802
2007,2,2,2,0,1322,1321,0,False,False,True,True,560,Mitchell Crescent,,West Ann,10748,298621
2014,2,2,2,0,1248,1253,0,False,False,True,True,3134,Matthews Extensions,,West Ann,10748,326336
2004,1,4,3,0,3418,3900,0,True,True,True,True,4339,Joyce Cliff,,West Ann,10748,1155418
2003,1,5,3,1,3854,4193,0,True,True,True,True,9431,Joyce Cliff,,West Ann,10748,1115096
2005,1,3,3,1,2531,2853,0,True,False,True,True,245,Kristina Square,,West Ann,10748,900898
2004,1,4,3,1,3271,3653,0,True,True,True,True,5060,Emma Haven,,West Ann,10748,1512004
2004,1,4,3,0,2815,3055,0,True,True,True,True,431,Micheal Cape,,West Ann,10748,1068479
2013,2,5,5,0,4762,5725,0,True,True,True,True,85721,Michael Place,,West Ann,10748,3105903
2008,2,4,3,1,4461,5103,0,True,True,True,True,35,Michael Place,,West Ann,10748,1940397
2014,2,4,3,0,4292,5056,0,True,True,True,True,92579,Michael Place,,West Ann,10748,2598121
2007,2,4,3,1,5582,6181,0,True,True,True,True,947,Andre Walk,,West Ann,10748,2803498
2007,1,4,3,1,4703,5506,0,True,True,True,True,444,Cole Village,,West Ann,10748,2173502
2003,1,3,3,0,2896,3108,0,True,True,True,True,574,Potter Fords,,West Ann,10748,604802
2002,1,3,3,0,2897,3108,0,True,True,True,True,441,Hodges Walks,,West Ann,10748,762301
2000,1,3,2,1,2603,2800,0,True,True,True,True,314,Best Prairie,,West Ann,10748,844200
1994,1,3,3,0,3406,3397,0,True,True,True,True,27456,Mary Manor,,West Ann,10748,829712
1996,1,3,2,1,2752,2745,0,True,True,True,True,9227,Karla Shoals,,West Ann,10748,919801
2000,1,4,4,0,4584,5723,0,True,True,True,True,687,Parker Ferry,,West Ann,10748,1606503
2004,1,3,3,0,3668,4510,0,True,True,True,True,48904,Richardson Manor,,West Ann,10748,1055884
1986,1,2,3,0,2599,2594,0,True,False,True,True,463,Amanda Meadows,,West Ann,10748,478804
1984,1,2,3,0,2594,2594,0,True,False,True,True,748,Amanda Meadows,,West Ann,10748,592198
2001,1,3,2,1,2210,2356,0,True,False,True,True,248,Lisa Track,,West Ann,10748,564477
1989,1,3,3,0,2486,2872,0,True,False,True,True,2141,Fleming Dam,,West Ann,10748,645754
1991,1,3,3,0,2644,3004,0,True,False,True,True,24944,Fleming Dam,,West Ann,10748,837901
1986,1,2,1,1,1553,1769,0,False,False,True,True,9795,Holland Port,,West Ann,10748,314997
1989,1,2,1,1,1630,1852,0,True,False,True,True,3265,Holland Port,,West Ann,10748,396897
1996,1,3,2,1,2097,2329,0,True,True,True,True,10813,Brendan Dam,,West Ann,10748,598502
1986,1,2,1,1,1546,1779,0,False,False,True,True,180,Amanda Meadows,,West Ann,10748,365399
1985,1,2,1,1,1554,1770,0,False,False,True,True,5655,Kelly Brook,,West Ann,10748,365398
1988,1,3,3,0,2478,2634,0,True,False,True,True,65199,Lisa Track,,West Ann,10748,767340
1991,1,2,3,0,2272,2272,0,True,False,True,True,951,Fleming Dam,,West Ann,10748,549990
1989,1,4,4,0,3883,4000,0,True,True,True,True,97801,Fleming Dam,,West Ann,10748,1030682
1997,1,3,2,0,1492,1526,0,True,True,True,True,93515,Shelton Keys,,West Ann,10748,340196
1976,1,3,1,1,1184,1283,445,True,False,True,True,5113,King Common,,West Ann,10748,205380
1989,1,3,2,0,1238,1443,0,True,False,True,True,67520,Erica Springs,,West Ann,10748,245696
1989,1,3,2,0,1383,1659,0,False,True,True,True,28463,Erica Springs,,West Ann,10748,322557
1988,1,3,1,1,1413,1574,0,True,True,True,True,98219,Shelton Keys,,West Ann,10748,142378
1993,1,3,2,0,1799,1792,0,True,True,True,True,417,Robert Glens,,West Ann,10748,415798
1980,1,3,1,1,1245,1242,0,False,False,True,True,219,Lisa Mission,,West Ann,10748,196558
2003,1,1,1,1,1633,1637,0,True,True,True,True,14308,Simpson Crescent,,West Ann,10748,560697
1999,1,3,2,0,1711,1785,0,True,False,True,True,26804,King Common,,West Ann,10748,360357
2017,1,3,1,1,1856,2116,0,True,False,True,True,914,Claire Meadow,,West Ann,10748,56696
1992,1,3,2,0,1483,1937,0,False,True,True,True,6031,Simpson Crescent,,West Ann,10748,338944
1980,1,3,2,0,1363,1483,0,False,False,True,True,34426,Jacob Spring,,West Ann,10748,245702
1977,1,3,2,0,1280,1371,0,False,False,True,True,98213,Lisa Mission,,West Ann,10748,240663
1990,1,3,2,0,1699,1936,0,True,False,True,True,84596,Robert Glens,,West Ann,10748,270903
1987,1,3,2,0,1460,1693,0,False,True,True,True,589,Robert Glens,,West Ann,10748,259557
2004,1,3,2,1,1612,1828,0,True,True,True,True,405,Maurice Mountain,,West Ann,10748,434696
2000,1,3,2,0,1401,1447,0,True,True,True,True,405,Eileen Crest,,West Ann,10748,303663
1954,1,1,1,1,993,1002,296,True,False,False,False,84847,King Common,,West Ann,10748,188996
1984,1,3,2,0,1395,1449,0,False,False,True,True,29314,Claire Meadow,,West Ann,10748,299247
1987,1,3,2,0,1837,1953,0,False,True,True,True,58203,Rachel Crescent,,West Ann,10748,302403
1981,1,4,1,1,1703,2083,0,False,True,True,True,3312,Rachel Crescent,,West Ann,10748,422102
1988,1,3,2,0,1569,1723,0,True,False,True,True,898,Kathleen Radial,,West Ann,10748,163803
1980,1,3,1,1,1565,1719,0,True,False,True,True,374,Kathleen Radial,,West Ann,10748,260823
1986,1,3,2,0,1471,1780,0,True,False,True,True,5168,Charles Loaf,,West Ann,10748,286017
2014,1,3,2,1,1938,2103,0,True,True,True,True,84225,Duran Squares,,West Ann,10748,510298
1991,1,3,2,0,1690,1693,0,True,False,True,True,128,Charles Loaf,,West Ann,10748,277202
2004,1,3,2,0,1546,1655,0,True,True,True,True,9592,Brittany Mills,,West Ann,10748,447296
1987,1,3,2,0,1499,1606,0,False,False,True,True,88,Claire Meadow,,West Ann,10748,321304
1952,1,2,2,1,2183,2597,501,True,False,True,True,11618,Brittany Mills,,West Ann,10748,718202
1988,1,3,2,0,1360,1485,0,True,False,True,True,6125,Williamson Orchard,,West Ann,10748,289797
2000,1,3,2,0,1510,1922,0,True,False,True,True,3683,Lisa Mission,,West Ann,10748,253257
1982,1,2,2,0,1392,1640,0,True,False,True,True,3806,Scott Manor,,West Ann,10748,434703
1985,1,3,3,1,2283,2505,0,True,False,True,True,155,Robin Passage,,West Ann,10748,793798
1983,1,3,3,0,2361,2584,0,True,True,True,True,824,Cody Common,,West Ann,10748,955084
1996,1,3,2,0,1478,1542,0,True,False,True,True,22778,Kathleen Radial,,West Ann,10748,313744
1991,1,3,2,0,1488,1494,0,True,False,True,True,553,King Common,,West Ann,10748,291693
1990,1,3,2,0,1535,1544,0,False,False,True,True,662,Susan Spur,,West Ann,10748,282239
1977,1,3,1,1,1224,1282,0,False,True,True,True,60045,Duran Squares,,West Ann,10748,243179
1991,1,3,2,0,1568,1568,0,True,True,True,True,723,Jacob Spring,,West Ann,10748,371704
1977,1,3,1,1,1282,1367,0,False,False,True,True,977,Donovan Grove,,West Ann,10748,226802
1993,1,3,2,0,1732,1813,0,True,True,True,True,29860,Williamson Orchard,,West Ann,10748,415797
2001,1,3,2,0,1553,1595,0,True,False,True,True,29860,Rachel Crescent,,West Ann,10748,299881
1964,1,3,1,1,1126,1206,434,True,False,True,True,113,Rachel Crescent,,West Ann,10748,207902
1980,1,3,2,0,1305,1846,0,True,False,True,True,343,Lisa Mission,,West Ann,10748,253892
1998,1,4,2,0,1293,1392,0,False,False,True,True,269,Charles Loaf,,West Ann,10748,283499
1977,1,3,1,1,1389,1396,0,True,False,True,True,4525,Davis Turnpike,,West Ann,10748,252003
1995,1,3,2,0,2044,2293,0,True,False,True,True,78835,Robert Glens,,West Ann,10748,327596
1977,1,3,1,1,1444,1703,0,True,False,True,True,72615,Robert Glens,,West Ann,10748,277197
1988,1,3,1,1,1519,1731,0,True,False,True,True,843,Erica Springs,,West Ann,10748,283496
1977,1,3,2,0,1380,1378,0,False,False,True,True,939,Lisa Mission,,West Ann,10748,52920
1936,1,2,1,1,1173,1646,282,True,True,True,True,153,Julia Corners,,West Ann,10748,390602
1997,1,4,2,0,1297,1303,0,False,False,True,True,526,Williamson Orchard,,West Ann,10748,270904
1978,1,2,1,1,1251,1616,0,False,False,True,True,646,Kathleen Radial,,West Ann,10748,235623
1989,1,3,2,1,2697,2894,0,True,True,True,True,6412,Robert Glens,,West Ann,10748,661501
1997,2,4,4,0,5110,5454,0,True,True,True,True,22,Andre Brooks,,Lewishaven,11980,2925723
1991,1,3,3,1,4865,5659,0,True,True,True,True,688,Adkins Plains,,Lewishaven,11980,2772001
2002,1,3,2,0,1500,1564,0,True,False,True,True,403,Michelle Crossroad,,West Ann,10748,308702
1991,1,3,2,0,1617,1712,0,True,False,True,True,2583,Michelle Crossroad,,West Ann,10748,296102
1949,1,2,1,1,1148,1322,212,False,False,False,False,1644,Michelle Crossroad,,West Ann,10748,294836
1999,1,3,2,1,2001,2027,0,True,True,True,True,958,Ashley Greens,,West Ann,10748,526046
1997,1,3,2,1,2177,2260,0,True,True,True,True,9709,Moss Vista,,West Ann,10748,535498
1997,1,3,2,1,2430,2428,0,True,True,True,True,4544,Lee Club,,West Ann,10748,587158
2005,1,1,1,0,684,789,0,False,False,True,True,13,Timothy Summit,3618,West Ann,10748,138596
2002,1,1,1,0,685,787,0,True,False,True,True,6066,Timothy Summit,3410,West Ann,10748,157504
2001,1,3,2,1,2087,2090,0,True,False,True,True,57063,Kelsey Motorway,,West Ann,10748,560702
2009,1,3,2,0,1670,1787,0,False,False,True,True,6601,Booker Pines,,Jenniferberg,11989,277198
2008,1,3,2,0,1289,1349,0,False,False,True,True,5919,Garner Gateway,,Jenniferberg,11989,269639
2014,1,4,2,0,1858,2009,0,True,False,True,True,91277,Kevin Springs,,Jenniferberg,11989,275940
1960,1,3,1,0,1141,1412,0,False,False,False,False,66577,Anthony Heights,,Jenniferberg,11989,34020
1957,1,1,1,0,877,932,0,False,False,False,False,300,Fisher Squares,,Jenniferberg,11989,157499
1952,1,2,0,1,676,676,0,False,False,False,False,29860,Fisher Squares,,Jenniferberg,11989,151202
1967,1,2,1,0,669,671,0,False,False,False,True,29860,Fisher Squares,,Jenniferberg,11989,151201
1957,1,2,1,0,846,1531,0,False,False,False,False,78925,Davis Stream,,Jenniferberg,11989,103319
1990,1,4,2,1,1519,1515,0,False,False,True,True,825,Wendy Course,,Jenniferberg,11989,251998
2004,1,3,2,0,1257,1283,0,False,False,True,True,127,Goodman Extension,,Jenniferberg,11989,229321
2003,1,4,2,0,1358,1381,0,False,False,True,True,2006,Tyler Highway,,Jenniferberg,11989,229323
2003,1,4,2,0,1359,1383,0,False,False,True,True,50579,Goodman Extension,,Jenniferberg,11989,178922
2006,1,4,2,1,1939,2065,0,False,False,True,True,17555,Lewis Alley,,Jenniferberg,11989,287280
2014,1,4,3,1,4081,5922,0,True,True,True,True,43663,Hernandez Fort,,West Ann,10748,1275119
2007,3,4,4,1,9101,10317,0,True,True,True,True,24181,Atkins Trail,,West Ann,10748,1134000
2006,1,4,3,0,3451,4207,0,True,True,True,True,3932,Rush Estate,,West Ann,10748,746550
2006,1,3,3,0,3160,3804,0,True,True,True,True,7009,Caitlin Bridge,,West Ann,10748,1133998
2005,1,4,3,0,3977,4227,0,True,True,True,True,26987,Caitlin Bridge,,West Ann,10748,1367104
1973,1,3,1,1,1118,1257,636,False,False,False,True,88908,David Mountain,,Fosterberg,11235,117180
2010,1,2,2,0,1770,2094,0,False,True,True,True,632,Elliott Camp,,West Ann,10748,503998
2007,1,3,2,1,1965,2143,0,True,True,True,True,98789,Ruiz Canyon,,West Ann,10748,629998
2009,1,2,1,1,1387,1737,0,True,False,True,True,86665,Caleb Glens,,West Ann,10748,384298
2015,1,4,3,1,4342,5474,0,True,True,True,True,11811,Rodriguez Station,,West Ann,10748,2060097
2008,1,2,2,0,1780,2092,0,False,True,True,True,220,Scott Island,,West Ann,10748,603536
2007,1,3,2,1,1962,2151,0,True,True,True,True,2544,Jenkins Cliffs,,West Ann,10748,585903
2008,1,2,2,1,2524,2764,0,True,True,True,True,37312,Williams Village,,West Ann,10748,705602
2004,1,4,4,0,2792,3094,0,True,True,True,True,91594,Scott Road,,West Ann,10748,951297
2005,1,3,2,1,1645,1959,0,True,True,True,True,87401,Francisco Spring,,West Ann,10748,477541
2006,1,3,2,1,1647,1955,0,True,True,True,True,87401,Francisco Spring,,West Ann,10748,390601
2004,1,2,1,1,1690,1876,0,False,True,True,True,2555,Crystal Islands,,West Ann,10748,472498
2004,1,3,2,0,2116,2309,0,True,False,True,True,5453,Elizabeth Dam,,West Ann,10748,541803
